target,1rank,2rank,3rank,4rank,5rank,6rank,7rank
977,977,1684,90,764,1105,2679,624
2718,1099,2718,2298,2695,2330,75,130
1875,1875,2231,2534,1102,2500,541,221
1098,1098,1909,975,570,1751,1847,469
395,395,2489,887,2452,436,1735,1537
2092,2092,115,1673,442,1227,2205,1971
24,24,2654,2259,570,995,1909,2408
394,313,1635,2524,703,1301,1433,394
1457,1449,1457,2119,1968,1604,2021,1724
389,389,795,1033,1224,519,1503,1040
29,29,66,962,2174,1859,485,1153
1876,2629,530,1690,2506,702,136,1018
2380,2380,1879,551,2613,1625,2255,2435
811,811,895,2061,336,2348,1878,554
812,812,193,40,2186,235,2487,1256
1456,1456,1320,1316,1248,1544,1869,2553
2719,2719,11,1379,355,2363,2417,1400
35,35,1852,403,1201,1448,676,2162
1111,2698,1111,2189,517,2457,1444,1826
1526,1526,2725,1631,1199,937,711,2141
822,822,1212,1306,9,1604,297,1659
2074,605,2074,655,82,2204,125,77
2072,2072,2383,372,1921,2076,324,1123
2540,2540,787,1596,366,250,281,2594
1537,1537,221,1953,1359,1773,1864,436
2065,2065,2091,562,2604,2353,1003,588
1461,1461,1406,1952,403,790,766,2643
2374,2374,517,1024,686,2701,2490,2599
2674,238,1998,1289,1696,2592,2674,717
301,301,363,781,1566,1892,2391,770
211,2017,211,2303,1314,1450,2598,378
903,903,1452,2015,2419,1858,1751,1909
2349,2349,2000,1664,739,2292,810,1799
200,2687,1975,200,2589,14,673,669
183,183,17,2595,27,2591,2213,1184
182,182,2578,1742,863,889,2036,966
181,181,993,2096,1556,265,28,364
180,180,2067,2599,1382,446,621,594
179,179,971,1061,451,1057,918,442
989,989,322,154,1922,2536,1783,1157
2348,2348,726,1623,1086,439,856,2694
937,937,1866,1797,592,2195,1640,2705
1727,1727,2680,788,1852,1594,1910,1640
2686,2686,295,392,145,1609,237,321
2692,2692,2084,15,758,632,1198,190
2335,2335,1940,1307,923,1369,2323,919
146,146,2103,2018,1080,1407,1240,2268
1742,1742,674,84,1576,2544,422,575
1009,1009,2462,2095,2545,1202,123,1370
2343,2343,626,2344,652,2624,2345,2556
1940,1940,1302,2705,2730,1594,2195,490
1941,1790,1941,361,1304,843,1224,28
144,144,2732,290,683,352,978,1054
1748,1748,1907,2127,97,2029,1673,145
923,923,1307,2730,416,1302,170,1317
142,142,931,2161,997,2422,1291,1445
1754,1754,1630,2475,1237,913,1637,635
139,139,1390,98,2019,2458,1100,1554
2666,2083,28,2354,1902,1614,2666,948
1951,1951,595,2455,1784,1769,2513,1905
1738,1738,2300,1459,2466,901,721,1979
1806,1547,1806,2630,1877,452,2213,2713
215,215,1577,1352,939,1810,2416,1310
2000,2000,1799,30,810,2349,2521,199
2588,2588,447,1982,1408,2097,2601,1060
1608,1608,1799,1695,810,528,55,199
926,926,237,2650,19,175,1920,1597
292,292,1712,2060,1443,1123,2360,382
855,163,1010,1321,2411,2493,571,408
939,780,939,2315,1975,1838,14,263
290,290,2441,2732,144,963,59,478
2022,2022,662,1225,2008,672,1291,2532
1625,2613,1625,1848,972,58,1535,1019
46,46,153,2491,2637,2355,676,1448
2021,2021,1517,304,712,2709,1736,1001
47,1750,257,638,1828,2,47,1233
49,49,369,428,468,1936,585,239
2699,836,2699,1930,1091,719,880,849
1630,1630,737,222,1531,1754,151,818
1818,1818,1299,1355,751,1196,109,168
57,57,845,1556,2530,848,181,1168
1678,1678,1332,699,679,365,1976,1873
1676,1676,54,762,1743,546,1039,1100
2693,2693,1311,465,1525,760,501,1094
1671,1671,2099,998,1778,306,275,1368
1808,1808,1869,317,1597,1320,926,41
2012,1437,2012,2590,1515,1970,1455,2104
1839,1839,2714,1115,161,390,1424,908
2293,435,2293,65,295,1609,321,2015
247,247,2686,98,12,525,1867,2169
874,874,2642,1240,2268,2018,2493,1071
1421,469,1960,1421,2259,2654,2118,24
2363,2363,414,1453,1803,1400,922,2557
867,867,1431,2059,561,801,1490,777
865,865,477,2688,1364,1865,1849,1986
245,245,1399,2441,2514,2516,863,1766
2129,2129,2220,474,1704,727,1056,1900
451,451,442,2143,677,1002,2399,1887
1418,1418,2320,2712,2248,559,1993,2601
1262,1262,2424,2497,2552,925,44,2230
2489,2489,395,197,1258,282,2061,2055
634,634,2117,1566,2662,1711,1931,1001
508,508,1514,618,2157,74,533,98
505,505,2091,1804,1595,1364,66,29
1190,1190,2126,1660,1729,685,1027,2602
2495,2495,202,1478,218,1842,1623,158
500,500,1722,129,1911,461,1125,604
2153,2369,2153,32,789,1838,1515,624
2163,2163,1060,2097,818,2113,2093,2547
686,686,307,1226,2715,1881,2213,810
1374,1374,699,679,2038,1332,365,1873
2435,2435,1879,871,1162,827,1570,2321
662,2022,662,1225,2008,672,1291,2532
2434,163,1010,1321,2411,2493,571,408
733,738,733,1394,562,2091,1486,1398
482,1833,482,1154,412,2493,2549,920
2433,2433,1987,296,793,693,2039,2014
738,738,733,1394,562,2091,1486,1398
747,747,1968,432,2119,1022,2641,913
683,683,1917,1588,2732,796,144,1166
656,656,2414,2619,2240,1761,880,1316
1390,139,1390,98,2019,2458,1100,1554
2213,2213,613,307,1547,1806,1007,2595
1417,1417,2172,1469,512,2365,1563,1773
595,595,1191,2513,1951,961,1958,2084
2395,2395,2557,2000,930,2028,2142,2185
2453,2453,383,1591,2300,1115,2726,1860
564,564,263,63,78,1752,2049,164
1178,1178,1706,2118,1452,2180,1847,2504
618,618,98,468,1609,295,1344,70
2480,2480,1613,561,1612,686,2607,1568
536,536,1154,615,1746,1833,1108,314
2232,2232,704,2642,1240,2018,2095,2545
2179,2179,1981,1397,760,2155,1071,2124
1317,1317,805,1543,402,173,777,1716
1319,1319,102,2569,723,186,2044,888
2487,2487,1759,1746,2186,293,1256,40
1269,1269,1202,1966,206,2261,1594,2651
1325,540,1325,675,470,1763,849,1716
1172,1172,1697,1318,2147,1109,251,1955
712,304,1517,712,770,1568,1736,1001
1164,1164,555,2556,1316,2484,369,49
1275,1275,712,561,304,1517,60,2070
537,537,706,123,2288,1691,2232,2252
2421,2421,1222,2068,1447,681,2225,2115
1351,1351,713,343,2269,2480,2374,2133
2422,2422,186,2709,1086,888,856,2391
1619,1619,2525,377,1137,253,2214,2266
1620,1620,1621,1966,1502,2651,173,316
1621,1621,1620,173,497,316,1263,1317
1622,1622,1840,2209,924,906,1206,264
1623,1623,2348,2238,1904,2495,1435,828
2384,163,1010,1321,2411,2493,571,408
1385,1385,722,2542,2709,1136,533,74
1527,464,1527,1897,320,148,490,1000
862,492,1321,2144,1915,2584,373,1896
2196,1901,2196,2493,90,412,2549,2093
1113,1375,1113,2413,2415,1138,2640,2671
1664,1664,739,1181,2349,383,2000,527
1234,1482,1234,1241,228,759,2373,848
788,788,1640,1069,2141,2289,2339,1732
797,797,1646,582,2008,2532,672,1982
430,430,246,1247,1450,2598,481,779
765,753,765,379,1693,319,1642,1762
265,2083,28,2354,1902,1614,2666,948
2350,2350,1731,1847,1751,2087,1597,903
41,41,282,1047,1808,926,2115,2259
1454,1454,716,1163,2078,2040,1910,146
815,815,2231,805,1543,2279,2500,2285
743,743,1006,918,2179,2631,2379,2312
924,924,2187,906,1129,1336,2279,1966
980,6,980,966,2358,2036,2243,511
1702,1702,1721,196,1972,731,521,2185
1005,1005,1255,1979,1780,434,771,1786
1611,163,1010,1321,2411,2493,571,408
1612,1612,1881,2331,1566,686,2480,2607
17,17,183,64,799,2595,1184,27
1651,1651,1432,651,2697,754,1600,1011
1652,1652,905,1860,1054,2453,1606,1375
888,888,186,2422,2694,1684,1105,2626
1663,1663,1496,830,38,2670,999,2691
894,894,2388,1899,2542,1046,593,1512
1677,1677,375,137,39,2230,1827,2247
565,565,706,123,1252,2191,1123,146
2634,2634,740,808,111,563,1512,669
2716,2716,434,1255,630,1780,1282,548
74,74,533,1904,2110,408,1385,2242
384,384,818,2475,1059,1118,830,680
1870,1870,2658,2137,220,554,1892,497
390,390,2185,1525,1839,2314,739,161
2296,1592,2548,619,1507,1193,1692,1092
658,658,1142,1930,1358,483,1091,836
2133,2133,424,1543,1613,805,2464,1102
1918,1918,1691,2503,2167,306,1305,1010
809,809,1160,1846,2138,310,1134,1112
1852,1852,35,399,1947,676,2266,1448
2208,2208,2460,1198,2414,701,849,2381
320,490,148,320,1000,1897,1208,2060
687,687,2652,1312,1816,572,1916,1414
2352,2352,2255,551,2059,2094,2427,58
325,325,282,48,59,1423,2441,1983
326,326,1522,190,145,2132,2650,1769
327,327,2125,1499,715,2575,1155,264
1359,1359,2608,108,2231,912,611,1877
2302,2302,151,734,1469,2375,1323,2058
398,398,2108,2313,2467,927,60,2479
1006,1006,405,743,901,2317,2673,516
910,2325,2448,910,2406,1686,1745,1266
674,84,674,2060,1576,2544,2620,1414
1720,1558,1720,801,770,1324,2601,1001
637,58,1963,637,51,1535,1848,972
676,1448,676,1023,495,109,153,1288
675,540,1325,675,470,1763,849,1716
1731,1731,1082,2350,110,256,2111,339
1254,1153,1254,1818,1562,1600,29,66
1386,492,1321,2144,1915,2584,373,1896
1636,1636,1950,1763,2514,1025,768,470
403,403,525,2576,1406,1461,1551,1196
1730,1688,1792,1730,2710,1277,1508,796
1371,2039,1371,2550,113,388,1908,2387
2173,2173,1995,2287,2642,191,2656,1241
1858,1858,2419,110,1574,1314,288,1627
1482,1482,1234,1241,228,759,2373,848
2332,2332,885,1309,704,982,188,2368
2247,137,2230,39,2247,602,21,1539
2042,2042,4,2664,885,695,807,1931
1796,1796,2669,1717,590,509,655,605
554,554,1870,1183,2658,220,2137,2464
2399,2399,1887,1002,1771,628,488,487
132,132,561,885,1963,637,890,1535
982,982,2510,1812,2138,1716,2661,1160
1549,642,1549,1499,2309,1402,2485,331
127,576,127,1043,271,423,137,2230
438,163,1010,1321,2411,2493,571,408
378,378,1675,72,211,2408,1811,2303
1560,1253,1560,2407,1964,819,959,1471
535,535,1723,909,1576,2112,2306,1080
377,377,1619,2640,1476,1056,1138,998
639,639,2520,1834,308,1713,2275,1662
801,1558,1720,801,770,1324,2601,1001
1616,1616,2193,1458,2145,783,95,1175
1337,1337,2715,2054,1226,611,1073,1711
414,414,2557,2028,2142,1843,2429,2363
1770,1214,949,1770,626,2115,483,1347
806,806,13,844,579,1870,860,1197
544,492,1321,2144,1915,2584,373,1896
944,944,635,568,2372,876,1059,2657
493,493,158,1994,2495,724,1235,1135
1380,1380,1395,586,2330,1044,1483,1462
2575,2575,1939,561,1736,2480,424,1568
869,869,1650,2130,2575,2368,1528,866
2577,2577,875,2007,2677,414,387,622
1182,1182,1119,644,90,2028,131,429
193,193,1658,314,299,2186,838,559
412,2549,412,1387,1901,2455,2059,2196
666,666,2186,1593,2450,2333,193,40
1752,1752,795,564,2255,551,546,164
1989,1989,2483,1582,1349,2513,597,1076
1391,1367,1391,1925,1264,2402,2218,318
2643,2643,2661,2652,790,982,1621,1890
103,103,1429,201,1817,1700,68,1885
1536,1536,906,611,2301,1073,707,95
369,369,610,2331,10,49,613,1189
2370,2370,1589,1095,523,1092,1592,619
366,366,566,2540,1721,1596,787,250
1370,1370,833,1009,1954,1580,1269,1298
1548,2180,1548,867,755,1055,2357,2625
357,357,1920,2546,796,2413,1375,1113
1682,1682,587,2071,2289,973,699,2038
197,197,1778,1147,597,2163,1283,2409
931,931,1445,2386,142,1274,121,1943
166,166,749,2071,1410,1732,1899,229
2469,2469,2193,2500,857,2301,95,2386
104,2645,104,645,549,470,836,421
102,102,1319,1681,684,2044,186,723
1943,1943,548,653,1780,1255,434,2067
635,635,1081,1225,1705,781,2692,876
2444,2444,885,2023,2332,2368,2613,2276
59,59,325,2441,282,48,290,2470
410,410,157,1315,2559,2010,1958,1582
895,895,811,904,726,2302,2061,297
1265,946,1265,2394,1764,2404,991,2367
2132,2132,2686,1569,1805,1112,1134,775
928,1033,785,928,1443,679,263,1072
929,238,1998,1289,1696,2592,2674,717
1141,1141,1927,2413,1207,185,1113,2056
1890,1890,2409,1283,1812,2510,1601,1550
580,580,401,2729,706,123,1718,1279
678,678,2229,2672,2035,1312,2246,2102
2414,2414,2208,2460,656,15,1613,2619
1273,1273,1551,2169,1667,525,1838,309
2657,2657,1059,1016,2113,632,2475,818
421,421,1423,2624,1649,1251,476,104
2239,2239,1206,207,1622,2252,2655,790
2331,2331,2010,1881,653,369,1566,1612
2109,2109,340,2712,1218,1901,2196,2568
1830,994,417,2347,1830,558,450,1121
1343,1343,81,1544,445,2438,2707,655
1283,2409,1283,316,497,640,1890,2658
455,455,2723,551,2112,945,1576,572
1476,1138,1056,1476,493,2033,158,647
1478,1478,202,2657,1059,2495,2110,2366
1477,1477,658,1962,2260,1378,2244,1508
1475,1475,1929,930,1609,295,2392,1698
1473,1473,2242,2190,2366,2110,2089,1387
1474,1474,45,1866,702,530,2506,2612
2113,2113,1618,1060,2657,2601,1059,2084
2470,2470,976,472,59,409,698,143
2164,2164,1551,12,903,525,588,926
1563,512,1563,2172,1417,402,2089,2564
1564,163,1010,1321,2411,2493,571,408
1565,1565,2165,411,2598,2654,1532,1355
1566,1566,621,446,301,634,2713,1881
1567,1567,155,2728,2569,800,20,1284
2165,1565,2165,411,2598,2654,1532,1355
1568,1568,2122,1736,770,1001,1103,1225
825,825,1596,1571,603,2540,140,255
1357,1357,1054,2636,534,1306,1641,1488
619,1592,2548,619,1507,1193,1692,1092
1581,254,1693,978,1581,1588,2732,1960
228,228,1265,1376,1967,946,1503,3
1324,1324,1118,429,2093,301,220,2547
1323,1323,399,1469,2302,1936,1417,734
2243,1285,2243,2626,1177,240,1680,764
2324,3,2324,519,1040,2400,2049,1332
661,661,1888,292,56,2162,2289,1267
844,844,1087,2137,1129,1063,206,2509
2231,2231,781,363,815,1359,1773,758
2325,2325,2448,910,2406,1686,1745,1266
2323,2323,135,2665,1369,1329,2656,2335
2430,943,1413,2321,2430,827,1570,1162
1821,298,1821,2703,1328,165,1205,350
1872,1872,195,1305,2050,297,1080,1703
813,813,1882,22,2701,258,219,1174
2711,2711,1237,2659,2375,724,1368,945
1115,1115,1839,1094,1090,2638,560,2005
397,397,2625,106,1314,1055,1356,2357
640,640,2409,1283,2137,2212,2277,1870
61,531,859,61,2281,2495,974,2242
151,734,151,2302,2375,1469,1630,2610
2372,876,2372,1026,1388,1116,1777,632
2579,2579,7,1630,912,2319,1485,159
1751,1751,1847,1278,1776,1706,2350,903
802,802,1040,2400,519,3,1798,2130
1449,1449,1457,2119,1968,1604,2021,1724
1923,1654,507,1923,2131,1991,1789,1876
155,1567,155,2728,2569,800,20,1284
1145,1268,1859,2174,1689,1145,962,584
2387,2387,113,2286,1305,518,2129,2220
2728,1567,155,2728,2569,800,20,1284
2097,2097,2093,2547,2163,1498,447,2212
2099,2099,998,1671,2442,1533,1368,275
2098,163,1010,1321,2411,2493,571,408
2100,2100,2410,1038,368,420,1775,2508
2644,2644,689,2679,1205,2569,1373,1085
1617,1617,2532,672,1401,249,1441,737
2189,1444,2189,434,1780,2067,1803,1255
1759,1759,1746,2487,2609,276,1069,1014
141,141,2612,774,1474,1228,45,2602
352,352,1641,975,2732,2158,854,144
525,525,1551,547,2015,247,237,54
1952,1952,1360,2576,1406,1461,2556,1761
496,504,1468,496,2492,2315,1560,939
2138,2138,1160,809,982,938,612,1997
2139,2139,335,1643,1853,2263,2066,404
1355,1355,1299,109,1196,403,335,2053
1569,1569,2006,190,392,1016,632,1716
774,774,12,2612,1187,141,2040,2427
2220,2129,2220,474,1704,727,1056,1900
988,1028,988,1446,1213,1948,1532,658
376,376,1335,267,1966,1500,1715,2289
1018,2629,530,1690,2506,702,136,1018
1675,1675,2408,378,24,2259,2654,1950
130,967,981,75,130,88,753,2336
2424,1262,2424,2497,2552,925,44,2230
769,1342,2207,489,1480,1648,2529,550
225,313,1635,2524,703,1301,1433,394
1365,1750,257,638,1828,2,47,1233
411,1565,2165,411,2598,2654,1532,1355
880,880,656,233,2460,2208,1091,836
670,163,1010,1321,2411,2493,571,408
719,836,2699,1930,1091,719,880,849
1267,1267,84,674,425,2620,294,2432
1015,1015,2500,1905,815,2231,131,2680
328,328,1932,2476,1555,2133,2680,216
1780,1255,1780,434,2716,1943,548,2189
978,254,1693,978,1581,1588,2732,1960
1721,1721,731,2473,366,2521,714,1274
2260,2260,778,2649,1477,1894,91,1859
2259,24,2654,2259,570,995,1909,2408
1181,1181,1664,739,30,383,2349,560
1383,1383,329,1836,549,2645,673,104
2033,1842,2033,1725,65,2495,275,2442
2556,2556,555,1936,2576,1047,399,2240
232,232,173,716,287,1741,2273,829
555,2556,555,1936,2576,1047,399,2240
746,746,1557,2169,1667,2428,1415,2435
1217,1518,1217,1367,1785,1391,2685,1977
1216,2517,1216,223,122,1653,2280,99
1215,1215,194,1861,2210,480,875,2700
1214,1214,949,1770,626,2115,483,1347
911,911,2446,794,2641,1308,1050,1871
1213,1028,988,1446,1213,1948,1532,658
1634,1634,1014,920,2450,1241,21,1628
14,2687,1975,200,2589,14,673,669
1696,238,1998,1289,1696,2592,2674,717
2367,1491,2394,2367,2404,1063,206,2730
519,3,2324,519,1040,2400,2049,1332
1180,1180,506,640,1183,2606,262,554
1828,1750,257,638,1828,2,47,1233
154,154,1768,1112,1805,1561,1134,1951
1546,1627,1546,2419,2710,1130,1858,1920
63,164,78,63,1942,2049,212,1376
1666,1666,1838,1471,309,1964,1980,993
2379,2379,2042,2282,1571,1856,607,1062
1224,1224,2689,2507,2215,400,1304,510
763,763,1204,1033,928,785,132,604
2244,2244,1378,1508,1948,1213,1532,1730
495,1023,495,1133,280,332,2339,1784
1233,1750,257,638,1828,2,47,1233
1414,1414,84,674,1466,1267,572,2620
83,83,1300,1644,1737,751,1542,698
1468,504,1468,496,2492,2315,1560,939
727,474,727,1900,368,1050,2659,1038
2548,1592,2548,619,1507,1193,1692,1092
1790,1790,1941,361,1304,843,1224,28
1003,1003,231,2065,2351,145,2293,427
1261,1261,1500,2482,2498,2025,205,664
2263,2263,775,404,984,2639,2501,2412
819,2407,1167,819,959,859,160,61
2511,2511,2637,1990,573,998,2099,1308
346,346,187,732,386,52,1441,640
2095,2095,1063,206,2232,643,2642,704
442,442,1573,115,1143,2092,2202,1171
692,1049,692,1719,1401,397,1156,2125
990,990,152,2429,633,121,2028,1843
1016,1016,632,2692,876,2372,1698,213
1313,1313,2696,31,85,2623,2721,1996
2432,2432,1267,713,2294,1907,545,87
510,510,2689,2507,1224,1146,2697,1600
462,163,1010,1321,2411,2493,571,408
1906,1906,1313,2611,1755,755,654,1777
1905,1905,2500,815,259,1015,1191,310
2700,2700,480,875,1215,1062,2307,194
2436,2436,305,745,1497,1423,1983,197
294,294,575,2423,1934,84,674,1060
1764,1764,184,1498,2277,2212,1265,946
450,994,417,2347,1830,558,450,1121
2156,2156,1719,2382,1408,2105,1293,262
842,842,2494,212,524,1715,2071,752
2273,2273,2513,829,961,2087,512,1563
2272,2272,1602,1486,126,2350,2118,2305
1899,1899,749,1732,229,885,166,170
1728,1728,1210,107,2267,1561,459,1795
517,517,2599,1481,2701,2490,2374,2698
1255,1255,1780,434,2716,1943,548,2189
1395,1395,2361,2596,1380,2648,667,354
2639,2639,407,2501,1569,540,984,2060
267,267,2141,2289,1527,464,1603,1640
1206,1206,2239,1231,354,1622,399,445
1448,1448,676,1023,495,109,153,1288
642,642,1549,1499,2309,1402,2485,331
434,1255,1780,434,2716,1943,548,2189
2353,2353,908,501,1743,947,1327,1460
2712,2712,1293,340,2093,2547,447,1418
196,196,1511,714,2557,521,2135,875
2056,2056,33,1138,1056,1509,1476,1333
2227,163,1010,1321,2411,2493,571,408
2068,2068,2421,1447,1083,1116,81,1222
1874,1750,257,638,1828,2,47,1233
705,705,2627,823,2731,822,2525,1357
106,1200,2357,2625,106,1055,913,31
1354,1354,2573,952,2341,2016,956,234
1794,163,1010,1321,2411,2493,571,408
1183,1183,2137,554,497,1870,1892,316
1927,1141,1927,2413,1207,185,1113,2056
1926,2684,1926,1977,1785,308,2178,2158
1925,1367,1391,1925,1264,2402,2218,318
602,602,1645,1766,39,2230,349,137
1689,1268,1859,2174,1689,1145,962,584
1688,1688,1792,1730,2710,1277,1508,796
1690,2629,530,1690,2506,702,136,1018
1687,163,1010,1321,2411,2493,571,408
234,1354,2573,952,2341,2016,956,234
1212,1212,297,1604,822,731,121,1455
400,2215,400,1089,1025,2070,60,1982
2225,2225,1531,252,2421,681,1447,222
402,402,316,829,363,497,1317,167
2698,2698,1111,2189,517,2457,1444,1826
1850,2237,1914,916,1850,1332,1876,365
1861,1861,2210,1215,226,2117,2662,2307
401,580,401,2729,706,123,1718,1279
742,1345,1012,20,742,925,2243,466
1860,1860,905,1652,2453,1606,1900,1701
533,74,533,1904,2110,408,1385,2242
1886,1886,2362,2136,737,1030,249,174
707,707,95,1626,2608,2583,1536,199
1887,2399,1887,1002,1771,628,488,487
2702,163,1010,1321,2411,2493,571,408
528,55,528,1608,2715,1226,927,2467
695,695,608,2664,1046,2445,140,418
1109,2147,1109,2698,771,1111,1786,1172
936,936,1626,266,1806,1547,199,799
2119,2119,1968,2641,1637,913,747,700
2118,2118,1751,1178,128,175,1273,1847
1776,1776,1847,975,1751,175,1130,1597
2448,2325,2448,910,2406,1686,1745,1266
2073,2073,900,301,1582,2653,2093,2547
85,85,31,1313,1809,2721,167,1353
2638,2638,1090,1186,281,250,947,1115
532,532,351,1955,2466,1956,2193,799
527,527,2327,383,210,625,1311,739
1922,1922,2659,322,154,1968,1561,2119
1412,163,1010,1321,2411,2493,571,408
344,344,753,379,765,1762,1693,868
1576,1576,425,2620,2306,2544,2112,1700
1159,163,1010,1321,2411,2493,571,408
2451,268,2451,2289,530,1018,1690,302
2450,2450,2186,1658,1934,519,2400,3
2449,2449,1104,1339,1273,1201,403,2170
2597,1592,2548,619,1507,1193,1692,1092
2721,1996,1809,213,2721,1353,167,1777
2122,1568,2122,1736,770,1001,1103,1225
2237,2237,1914,916,1850,1332,1876,365
1161,1161,2054,611,1337,2057,434,1255
2236,163,1010,1321,2411,2493,571,408
2235,2235,1628,1403,21,1593,1678,1634
2606,2606,1347,262,1180,2409,1283,1497
694,694,750,1021,789,1832,1362,2504
1499,1499,327,1662,2308,824,2668,642
643,643,1080,1240,90,2493,2018,1491
93,688,93,1935,243,118,1250,1853
758,758,2692,363,2285,436,15,2084
1239,1239,1983,48,730,2600,2294,1423
273,273,2578,943,1570,1413,2675,2321
917,917,1130,1207,185,475,1659,203
171,171,2159,108,239,2299,305,70
752,752,2385,1089,2494,212,249,644
542,542,2393,1942,63,2049,164,1326
1281,1281,1831,891,1209,2402,1146,2167
940,940,272,1240,471,2168,2018,2268
839,839,1084,1801,1293,301,1455,1517
330,330,2583,2608,2290,1938,707,1877
1072,1072,587,1682,1033,928,785,973
2539,2539,946,1265,1419,1307,991,2404
497,316,497,2658,108,1812,2510,402
94,94,2545,1795,833,217,689,708
706,123,706,537,401,580,2545,94
299,299,193,2393,838,1402,564,2333
2087,2087,2015,598,358,2273,2197,98
1168,1342,2207,489,1480,1648,2529,550
1960,469,1960,1421,2259,2654,2118,24
2149,492,1321,2144,1915,2584,373,1896
75,967,981,75,130,88,753,2336
2063,2063,2211,1995,206,1063,844,1487
1011,1011,2308,1053,2217,2668,1651,901
904,904,2157,1437,2012,895,49,428
1606,1606,975,1591,1776,2563,2048,1701
1278,1278,1847,1751,2590,1706,1047,1659
1197,1197,481,1470,2655,246,993,430
1409,1409,2542,618,2486,515,2476,2133
1277,1277,1792,1688,1730,2710,1627,1166
834,834,1521,2079,1263,242,1801,2281
1223,1223,1881,653,2608,446,1382,2521
1539,1539,1482,1984,511,2462,1234,2230
646,1986,646,2636,2298,477,865,2685
1430,1430,782,714,1843,2437,857,2166
121,121,1274,1943,548,878,374,731
902,902,1639,2646,717,1903,581,1739
145,145,2686,15,392,1613,295,1609
424,424,1543,805,363,815,2285,2133
2555,492,1321,2144,1915,2584,373,1896
1452,1452,2197,1706,903,1314,585,85
2668,2308,1053,2668,1114,1389,715,1499
2730,2730,1302,1317,2394,1491,188,1240
2667,2667,1087,1243,1105,744,919,2626
2732,144,2732,290,683,352,978,1054
283,1945,283,2053,2377,1050,1128,2226
2731,2731,1922,1080,471,1872,1679,499
1578,8,1578,2440,345,1,2201,1814
4,4,2000,2054,1294,2664,2715,1226
558,994,417,2347,1830,558,450,1121
557,557,136,2629,530,2656,636,702
1871,1871,700,306,2233,233,1101,2066
1085,1373,1085,1570,780,2644,1413,939
20,1345,1012,20,742,925,2243,466
2534,2534,1041,758,108,1735,1102,700
2221,2221,1116,734,1026,2610,1417,151
1435,1435,533,61,1086,859,531,1623
2154,2154,1064,1231,2194,2111,445,1222
1436,1436,2527,839,1084,1801,1146,301
585,585,2197,15,2414,1613,547,31
1437,1437,2012,2590,1515,1970,1455,2104
1438,163,1010,1321,2411,2493,571,408
374,374,30,787,2559,1132,2521,1274
2568,2568,340,2168,1970,2502,2712,358
2576,2576,2240,1316,1952,2015,2556,555
2157,2157,554,2464,220,508,904,2564
266,199,266,452,2630,1626,810,1799
303,985,303,1400,622,2417,2490,1481
304,304,1517,712,770,1568,1736,1001
306,306,700,1778,938,1671,2623,2167
577,577,1152,1117,1179,899,2314,100
305,305,171,2299,239,2436,2285,2363
983,983,758,1122,1198,2299,239,2285
1711,2662,2117,1711,1315,307,157,621
984,2263,775,404,984,2639,2501,2412
2463,2463,2509,1967,1376,830,1010,2112
2481,2481,371,960,2316,2512,486,380
134,134,909,158,535,493,1723,466
133,133,827,2430,943,1413,1162,1570
137,137,2230,39,2247,602,21,1539
138,138,1550,1962,938,233,1890,719
1387,850,1387,2601,961,2549,2110,2242
2264,2264,52,1359,2608,2290,347,108
135,135,2656,2323,2216,2628,2545,833
1788,1788,1261,906,907,1336,2543,1966
136,2629,530,1690,2506,702,136,1018
761,933,761,2618,1165,631,628,1973
509,509,934,2454,1796,1035,837,1670
737,737,1630,429,1485,2104,1079,781
1627,1627,1546,2419,2710,1130,1858,1920
312,112,2089,312,961,938,2172,213
1824,1824,1865,1352,2364,1849,1681,1034
2321,943,1413,2321,2430,827,1570,1162
1681,1681,2569,2688,865,1824,477,1205
2460,2208,2460,1198,2414,701,849,2381
1538,1538,647,1855,99,498,1375,1113
518,518,25,2387,113,2355,615,2525
2006,2006,1569,1041,632,1016,190,2696
1700,1576,425,2620,2306,2544,2112,1700
1631,1631,1199,1276,319,1762,868,1675
1665,163,1010,1321,2411,2493,571,408
1924,1924,354,779,484,915,2461,269
2124,2124,2729,779,1397,1205,1981,430
122,2517,1216,223,122,1653,2280,99
84,84,674,2060,1576,2544,2620,1414
236,236,1244,2141,1603,788,1640,2094
624,764,624,74,338,533,673,977
591,591,1650,691,327,763,642,1165
768,768,2670,1258,1317,1087,1100,546
1802,1802,2612,935,141,2031,488,1474
55,55,528,1608,2715,1226,927,2467
973,973,2532,672,1682,587,329,2551
2145,2145,1132,2559,266,199,608,1857
2210,1861,2210,1215,226,2117,2662,2307
56,56,1176,1888,1732,1615,1188,2160
1718,1718,354,537,401,580,1924,1489
962,1268,1859,2174,1689,1145,962,584
1614,2083,28,2354,1902,1614,2666,948
114,114,2660,2224,367,570,2328,2311
339,339,1731,1602,1598,1082,412,110
1097,1097,1758,189,466,2150,2613,1625
703,313,1635,2524,703,1301,1433,394
556,556,2525,1605,2047,1439,2682,1891
1655,2398,2647,1683,616,873,1655,2371
2617,2617,2651,644,737,755,1491,2367
300,300,1305,195,1476,1679,1872,1138
1458,1458,2005,657,1571,1616,608,2193
930,930,1475,1929,1609,295,2002,1478
2345,2345,1455,192,709,1084,1076,2343
2248,1993,2248,340,959,1167,819,2407
1162,943,1413,2321,2430,827,1570,1162
502,502,2633,2062,939,2315,780,2095
700,700,2692,1871,2119,1561,1968,306
541,541,347,912,1359,1773,2231,1189
