parent note,mid note,child note,count
Earthy notes , Patchouli,Patchouli root,7
Earthy notes , Patchouli,Penang patchouli,6
Earthy notes , Patchouli,Madagascan patchouli,5
Earthy notes , Patchouli,Patchoulol,5
Earthy notes , Patchouli,Tunisian patchouli,5
Earthy notes , Patchouli,Sri Lankan patchouli,4
Earthy notes , Patchouli,Balinese patchouli,3
Earthy notes , Patchouli,Chinese patchouli,3
Earthy notes , Patchouli,French patchouli,3
Earthy notes , Patchouli,Philippine patchouli,3
Earthy notes , Patchouli,South American patchouli,3
Earthy notes , Patchouli,Flores patchouli,2
Earthy notes , Patchouli,Moroccan patchouli,2
Earthy notes , Patchouli,Rwandan patchouli,2
Earthy notes , Patchouli,Bengali patchouli,1
Earthy notes , Patchouli,Brazilian patchouli,1
Earthy notes , Patchouli,Cambodian patchouli,1
Earthy notes , Patchouli,East African patchouli,1
